algorithm_id,algorithm_name,public_context_path,metadata_context_path,evidence_path,domain,input_model,access_model,output_contract,time_complexity,space_complexity,confidence_score,source_count,source_quality,card_digest,third_pass_rule,saturation_status
AW-000367,Wavelet-based - D.J. Hebert and H-J. Kim 1995,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000367.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000367.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000367.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,not stated,not stated,100,3,HIGH,912b150684ea474b,mesh_simplification,RECOVERED_CONTEXT
AW-000368,Wavelet-based - Certain A. Popovic J. 1996,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000368.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000368.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000368.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,not stated,not stated,100,3,HIGH,f80ce220d0f1ffdc,mesh_simplification,RECOVERED_CONTEXT
AW-000369,Wavelet-based - Eck M. DeRose T. 1995,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000369.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000369.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000369.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,not stated,not stated,100,3,HIGH,fb3062ce7fd0790c,mesh_simplification,RECOVERED_CONTEXT
AW-000370,Simplification via intermediate hierarchical rep-resentation - Andujar 1996,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000370.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000370.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000370.context.evidence.yaml,image_processing,explicit_image_processing_problem,random_access_string,full_solution,not stated,not stated,100,3,HIGH,5277c9b5c7ed6112,image_feature_detection,RECOVERED_CONTEXT
AW-000371,Simplification via intermediate hierarchical rep-resentation - He T. Hong L. Kaufman 1995,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000371.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000371.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000371.context.evidence.yaml,image_processing,explicit_image_processing_problem,random_access_string,full_solution,not stated,not stated,100,3,HIGH,d1388c158c4febcb,image_feature_detection,RECOVERED_CONTEXT
AW-000372,Simplification via intermediate hierarchical rep-resentation - He T. Hong 1996,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000372.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000372.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000372.context.evidence.yaml,image_processing,explicit_image_processing_problem,random_access_string,full_solution,not stated,not stated,100,3,HIGH,8843a8b40735db8b,image_feature_detection,RECOVERED_CONTEXT
AW-000373,Hauskrecht 2000,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000373.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000373.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000373.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,yes_no_decision,not stated,not stated,100,5,HIGH,c670db5f07759c30,third_pass_reuse_distributed_mutual_exclusion,RECOVERED_CONTEXT
AW-000374,Pineau Gordon & Thrun 2003,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000374.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000374.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000374.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,not stated,not stated,100,3,HIGH,de0a91df9c5288eb,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-000375,Braziunas & Boutilier 2004,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000375.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000375.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000375.context.evidence.yaml,dynamic_programming,explicit_dynamic_programming_problem,offline_batch_queries,path_or_tree,not stated,not stated,100,4,HIGH,91110391cd40d2c8,decision_process_planning,RECOVERED_CONTEXT
AW-000376,Poupart 2005,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000376.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000376.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000376.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,not stated,not stated,100,3,HIGH,66f84862d4f66822,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-000378,Spaan & Vlassis 2005,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000378.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000378.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000378.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,not stated,not stated,100,3,HIGH,f183250172df2d16,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-000379,Satia & Lave 1973,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000379.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000379.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000379.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,yes_no_decision,not stated,not stated,100,4,HIGH,bf15bb1f78cebe35,third_pass_reuse_distributed_mutual_exclusion,RECOVERED_CONTEXT
AW-000382,Paquet Tobin & Chaib-draa 2005,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000382.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000382.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000382.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,yes_no_decision,not stated,not stated,100,4,HIGH,7857055cb7df92ef,third_pass_reuse_distributed_mutual_exclusion,RECOVERED_CONTEXT
AW-000383,McAllester & Singh 1999,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000383.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000383.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000383.context.evidence.yaml,dynamic_programming,explicit_dynamic_programming_problem,offline_batch_queries,path_or_tree,not stated,not stated,100,5,HIGH,0fc420f876cedc7f,decision_process_planning,RECOVERED_CONTEXT
AW-000384,Bertsekas & Castanon 1999,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000384.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000384.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000384.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,not stated,not stated,100,3,HIGH,3f682d0baaa632cf,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000385,Shani Brafman & Shimony 2005,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000385.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000385.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000385.context.evidence.yaml,parallel_algorithms,explicit_parallel_algorithm_problem,explicit_input_instance,yes_no_decision,not stated,not stated,100,5,HIGH,9c38576fa29283d2,third_pass_reuse_distributed_mutual_exclusion,RECOVERED_CONTEXT
AW-000388,Blinn and Newell,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000388.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000388.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000388.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,-,not stated,100,3,HIGH,1fc2eac35c53fb5d,third_pass_reuse_rendering_shading,RECOVERED_CONTEXT
AW-000390,Sphere mapping,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000390.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000390.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000390.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,-,not stated,100,5,HIGH,c300290e23b69ac9,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000392,Emil Praun,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000392.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000392.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000392.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,O(n^3),not stated,100,3,HIGH,71a033b0832dcd30,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-000394,HEALPix mapping Wong,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000394.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000394.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000394.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,O(n^2),not stated,100,4,HIGH,4baf7b39eb60be05,third_pass_reuse_rendering_shading,RECOVERED_CONTEXT
AW-000395,Maximum a Posteriori Occupancy Mapping,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000395.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000395.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000395.context.evidence.yaml,numerical_analysis,explicit_numerical_problem,function_evaluation_oracle_classical,estimate,O(n^3),not stated,100,3,HIGH,094a0d373b3efa48,numeric_estimation,RECOVERED_CONTEXT
AW-000417,Schöning,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000417.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000417.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000417.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,O(1.333^n),not stated,100,4,HIGH,4557e6394e35bd91,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-000418,Hirsch,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000418.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000418.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000418.context.evidence.yaml,image_processing,explicit_image_processing_problem,random_access_string,full_solution,O(1.239^n),not stated,100,5,HIGH,d1bd35cd0581d8d1,image_feature_detection,RECOVERED_CONTEXT
AW-000477,Levcopoulos Lingas Sack,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000477.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000477.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000477.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,O(n),O(n),100,4,HIGH,0d03047e8b58e958,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-000486,Naive algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000486.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000486.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000486.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2),O(1),100,3,HIGH,193c735ad0994405,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000487,Cooley–Tukey algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000487.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000487.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000487.context.evidence.yaml,combinatorics,explicit_combinatorial_problem,random_access_string,one_witness,O(n \log n),O(n),100,5,HIGH,839cc16b95aab176,third_pass_reuse_cycle_detection,RECOVERED_CONTEXT
AW-000496,Gao’s additive FFT,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000496.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000496.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000496.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n \log n \log \log n),O(n),100,4,HIGH,67caedfb2a34fc0e,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000536,Ridder's method,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000536.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000536.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000536.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,O(n_{max}),O(1),100,5,HIGH,c79aefb245d5fa19,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-000548,Flajolet–Martin algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000548.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000548.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000548.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(N),O(\log n),100,5,HIGH,5bce4d5bdd56b89a,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000561,Welford's Online algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000561.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000561.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000561.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n),O(1),100,5,HIGH,93b9e25a010870fd,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000593,5-point star Cramer's rule,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000593.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000593.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000593.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(4^{n^2}),"O(4^{(n^2)}) for sure, O(n^2) possibly (if super conservative)",100,3,HIGH,5026e5ff28e8abb6,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000594,5-point Gauss elimination,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000594.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000594.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000594.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^4),O(n^4),100,4,HIGH,e1a94c9682669358,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000601,5-point FFT,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000601.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000601.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000601.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2 \log n),O(n^2),100,4,HIGH,06e428f45aae6df4,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000602,5-point FFT,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000602.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000602.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000602.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2 \log n),O(n^2),100,4,HIGH,06e428f45aae6df4,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000603,5-point FFT,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000603.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000603.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000603.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2 \log n),O(n^2),100,4,HIGH,06e428f45aae6df4,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000604,5-point FFT,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000604.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000604.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000604.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2 \log n),O(n^2),100,4,HIGH,06e428f45aae6df4,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000605,5-point star Cramer's rule,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000605.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000605.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000605.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(5^{n^3}),"O(5^{(n^3)}) for sure, O(n^3) possibly (if super conservative)",100,3,HIGH,102d76383e15f653,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000606,5-point Gauss elimination,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000606.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000606.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000606.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^7),O(n^6),100,4,HIGH,892dff37e46ae305,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000613,5-point FFT,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000613.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000613.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000613.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^3 \log n),O(n^3),100,4,HIGH,018ef959c496a53c,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000631,Naive algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000631.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000631.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000631.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n 2^n),O(n),100,3,HIGH,642ce18938f105d8,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000632,Brute force algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000632.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000632.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000632.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2 2^n p \log p),O(n2^n),100,5,HIGH,5848c431fe9e4f10,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000647,SCAN,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000647.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000647.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000647.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,O(n \log n),O(n),100,4,HIGH,421238edc74cee57,rendering_or_shading,RECOVERED_CONTEXT
AW-000649,C-SCAN,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000649.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000649.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000649.context.evidence.yaml,computational_geometry,explicit_geometry_problem,explicit_geometric_objects,full_solution,O(n \log n),O(n),100,4,HIGH,4e3ca4b873723875,surface_shape_geometry,RECOVERED_CONTEXT
AW-000668,The Multihash Algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000668.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000668.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000668.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2),O(n^2),100,4,HIGH,a778616b1e8f32f2,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000671,Maneva and M. J. Wainwright,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000671.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000671.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000671.context.evidence.yaml,data_structures,explicit_data_structure_problem,random_access_string,data_structure_output,O(n^2),O(n^2),100,5,HIGH,3b035f820281f6cd,third_pass_reuse_data_structure,RECOVERED_CONTEXT
AW-000680,Korada and R. Urbanke,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000680.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000680.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000680.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n 2^n),O(N),100,6,HIGH,ed9b063f07da71bc,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
AW-000681,Schubert's algorithm/Kronecker's method,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000681.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000681.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000681.context.evidence.yaml,image_processing,explicit_image_processing_problem,explicit_input_instance,full_solution,O(p^{n/2 + O(\log n)}),O(n),100,4,HIGH,dffbbaced3fd1622,third_pass_reuse_rendering_shading,RECOVERED_CONTEXT
AW-000682,Berlekamp–Massey algorithm,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\public_context_recovered\AW-000682.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\metadata_context_recovered\AW-000682.meta.yaml,corpus\algorithm_wiki\algowiki1901_rich_v1_third_pass\evidence_recovered\AW-000682.context.evidence.yaml,graph,explicit_graph_problem,adjacency_list_query,path_or_tree,O(n^2),O(n),100,5,HIGH,1ca1041f079f5cde,third_pass_reuse_named_graph_problem,RECOVERED_CONTEXT
